300
ZJO72FRX7JD;S;FSASJKVEG;72;93;93;CFBC;731
QTD88OAA4YK;S;VNBRKFBUR;82;13;72;HVZR;3
JPY67GWY8BT;S;YQFEGDTAX;90;44;43;OVNA;123
AOJ46UAF7WC;P;TTWDKDDLK;88;75;85;461
ODV18PBW8PL;P;ZWGHCTJDC;58;70;67;5
KXP25NZM8UE;P;WRGMBUFGB;66;82;60;35
WPP01TTN5NK;P;BYHFMLWKG;72;65;89;769
TEL44JTX3DF;P;EXMKVMZLC;96;8;22;93
KHQ21EOV8EH;P;YQTQRLUBD;77;52;49;9
KLW44AST8RW;P;QITLNEEUD;60;86;35;98
UXB52IEO0HG;P;GEVQBBOUK;15;37;12;5
CPC81OEP2XU;P;DIGBDCYDV;14;61;53;6
MYF89PQD9IL;P;OHYERPYYV;39;17;83;593
JHF37LIM8WO;P;AOIQTHDFF;55;91;13;5
REZ44EOK0UC;P;TBZGAXJNY;68;12;7;5
AZH12AQB5GB;P;MBRYIGGHC;59;74;7;78
UWG25KME9RO;P;NXTWJXDFW;73;57;50;3
UNT90ATG2PH;P;WJWGOLHMN;26;31;9;4
JOT56RDG0XT;P;DJHGMCPKA;2;62;82;38
AKP47UCJ5ZJ;P;YSPFOVVDT;14;89;75;2
AYD97ZPE4KY;P;KQHUIFFJL;56;36;30;697
RII89NVN2IG;P;JOZIDIHIH;71;2;59;651
CMS48DME6AD;P;XZBMSTPLP;23;67;93;9
KQJ27QFS0CC;P;EAJAWXKGX;49;53;32;1
CET42WPQ0PJ;P;YWKQAUXOI;33;7;60;551
QAA45LPE7SV;P;MKDLLIQQW;1;33;47;7
BXJ39JTN6ME;P;HAFGVXJIQ;5;25;15;645
BBT46CRO2NC;P;QIPIKFLMY;61;76;38;2
ZJC19QJG3OX;P;AVDUHSHEX;64;36;10;3
RYW31FXM3NQ;P;IIVLYDLJE;57;60;20;2
OGO65IKJ3BS;P;AIVNDSHXI;37;20;95;9
KTG37VDM2GM;P;TBNOPMKCX;56;57;100;2
VRH24TUT2QJ;P;JUGQTCQXF;68;5;41;484
YWR73ACB0FD;P;NMNZXWBKI;18;92;48;68
ZGC14JFD1RV;P;RYVWVRQVU;2;86;20;1
HRG80XZH6PW;P;NXUEUYEXN;41;77;32;2
SMA89LDC8HI;P;RSKIXSBBJ;22;62;90;5
UGT73ETP3XW;P;DTQLKFFDB;67;5;61;1
WGB25RJO4TV;P;IWSCVYIOZ;42;53;3;42
COW87TWD2AS;P;EUWZPAVOV;1;79;23;15
HMX02WNT1QU;P;KIEWQOATL;46;1;47;76
ZTZ90YUV0TU;P;ITHDMUATU;82;33;88;1
VGU85OZH1LP;P;LLBIGLGWM;5;42;71;757
HMP72PHF4TQ;P;CRZSSQWVJ;32;50;6;96
DQT07OCY3XS;P;FFZHICZEA;70;28;89;243
OIT78AVJ8GN;P;EERGACMDI;14;29;25;54
WGE47QTW1JO;P;KOGFRMWVI;37;34;29;68
HSI29SYQ1VI;P;QAIEZIMNZ;77;13;14;7
ZPG17QEH0UQ;P;WCQZKNJTY;53;93;17;577
ZUX13DNE4EU;P;JHHODKQQS;17;14;40;4
IDM39SLM2BC;P;ISCSCSNXM;52;77;46;22
LDK47HGI4LZ;P;DSOFMLWMY;50;15;50;684
WRB88CHY4MD;P;TSMWHZHWY;44;51;91;26
GEC91BXS8KU;P;EMHEMLQKP;31;32;98;263
YCF83NZB8UV;P;TJEQGDMJI;89;25;33;9
VGN09TQF4TP;P;UCYUKCURU;65;16;74;259
WLG68FVE1UF;P;JGMBEBAIG;43;9;37;3
ROZ18PQV2ZT;P;HGJMJSVQQ;42;40;69;6
RCK76DXB7DH;P;FSCQZRLKM;95;10;32;591
VEU59TFM4OZ;P;OWZJFPPVH;37;27;84;716
QPP47RTR4MV;P;FDBTBCHSC;48;63;64;2
DBU79SBH3FG;P;HIFJNGWYZ;98;88;46;5
SUP32QDQ3FM;P;OAFPQLXQT;76;90;55;91
AFL25DFQ3RB;P;CQYHFYWCP;50;54;32;17
JYC89BHI6QD;P;OLWHRAXUP;100;99;90;496
UEB74KAW2FG;P;OINIBJDXN;66;52;20;693
ISW05WDF6XT;P;JHTBMIRXV;28;9;94;16
HDC06BRV3RW;P;EUPKPPGVF;74;34;5;329
WDR39TZO7AZ;P;JIHBJKCTI;54;67;3;93
MTT92GTP0CF;P;ZIIAGGJOC;16;55;44;396
WXH28PYH9CJ;P;YMTLWSQCE;96;88;49;1
YIC41XCB3DQ;P;IMWWFIULZ;2;77;3;13
PVL70XSZ4XC;P;MCDMVKBGJ;7;70;52;36
NUB33ZYQ7PN;P;JEGVXSGIH;34;75;48;59
LUV07RPU0WL;P;OVMJUIBNC;8;25;32;4
CID86MMT0AD;P;OYMYYKMRJ;18;70;97;38
RWA14RBC4XS;P;DEPLHWEIW;37;19;48;6
LWJ51GIP6HJ;P;WTIKYAUMU;80;30;10;734
OLJ11BOS2RM;P;YALUBKOKW;11;79;47;75
YDH62SOA6FH;P;FKSWNMJBH;45;40;58;439
JNJ94PFD9GN;P;BILEAVELY;51;18;55;322
HKE49NMS2PR;P;XNYXOVCYP;49;31;92;7
KWU55DDY4KJ;P;BLCDHGLPC;55;51;14;959
LXN37HYH3ZT;P;BJIQWDNYJ;94;12;66;791
CYP60XXI5MP;P;WKHMRWAQY;9;35;24;613
DJN90IEV2QJ;P;JKCUAIQWX;14;87;47;967
HOM55ZLA5FR;P;LMXWHCMON;11;80;40;87
JPN64YCI4CB;P;KGZBSHAKY;27;40;27;9
VJK38NRV3PX;P;ZPFHLQBJU;35;10;47;8
LSS40RUZ8YN;P;SQNLVHNKF;2;20;18;5
ZUD74HTD4AR;P;EHJJBDAIV;28;36;24;6
XZH61TBS2HO;P;FZNBQPAAO;10;68;78;8
ESC56TCS2GW;P;ECKAYZYPC;97;100;73;5
ODR86LJU1OZ;P;RACUWZQTA;18;94;99;56
ZGB54NWY9RT;P;UDJQTALME;32;13;60;617
KQE13JZN6DP;P;PAGHEUFAT;36;32;98;8
MIS00WXB5ZX;P;OOQNXPVBC;98;23;67;4
PJL13CCD7ZJ;P;XTUMCVTQJ;3;65;58;19
HFW02PSQ2CR;P;AYHOVNSZN;89;25;75;644
VRJ64JJF1UT;P;DCLTECRMQ;14;62;29;198
VAC55WED8OJ;P;BJZDUMSPA;62;1;1;917
GWT10WHK5AO;P;OBAQRNMDR;52;15;16;1
IJC99IKC1ML;P;IEORJMOBU;78;56;35;39
PVS27QDQ2CZ;D;WDKJQXLNM;55
MMT63MUL3AV;D;GMLNGYGBX;14
CYJ37EPC7PK;D;AOYYNRUIR;50
DQL21BUY2DT;D;FSPFDUFTW;7
GYI17LNE8ZA;D;PVKOQDXLS;10
RFE11JYQ8DT;D;ZFJKXDUVU;73
KDU96GXX4HB;D;EEKDXNOTX;100
RKI52HSE8NC;D;LZQPWCCED;55
FIW99TXC8UD;D;NUMFDCKYD;21
VNC82MIO1UV;D;CZZXHBPGC;24
SLZ50SUV5YX;D;PUECUECSA;46
RKD85DFG8ZG;D;PYVQQEKGC;15
XIX56WGE9XC;D;JOOWUJXLP;27
XWV37GHG2MG;D;DREMHXFPR;9
JVJ13FZG7UA;D;QZBKMXBOC;31
NHS17INJ6KS;D;NKMLWWRQI;19
OWB03FPT9GX;D;PLOLZKSKV;70
TEJ37BVE6UB;D;PAYDIJBUF;87
DVN01HFU1LP;D;YNIROZARG;49
WZR15TZV0YV;D;TDGERRWSV;44
IYU65FFC3EG;D;TJWMAKOQE;51
DET14KRH1VO;D;JRIZGLGXL;90
FHJ38UIO7LV;D;KRULNNQQU;79
GMV01FDO0DP;D;JHPYJPUYD;92
CWS89AML0DE;D;OPCZOSFFR;99
LCJ54SKY7GK;D;LVCNFESXE;40
MET25ZNC8CC;D;ZMSBEOLDM;12
SWK91ROB7CS;D;FYITOMTMT;51
CUK60NFG7LU;D;YNCYDPOUR;22
APV85AXV5RO;D;STAFOUMAJ;88
RIB91GZA6LK;D;JNIIUZKVP;53
WUK02HUP9XT;D;WQKFQXFNE;55
REF83JVJ6IK;D;WSZZASYOG;52
CMV81JDP8XR;D;OAMYFPAEJ;81
INE80NBP0WB;D;VZSFJBTRH;26
DLJ24YDU6KO;D;IRUOZMCSR;65
IWB27EYK5RH;D;UUZPMYVUZ;72
SIN73OOZ8PQ;D;CAOEWMGFM;90
UOI26LRI9QY;D;MURYIXWTX;47
OPY45NBZ0IK;D;RMDGVWHPD;94
UAM97BVX1RQ;D;KAHGSRDUJ;32
WUR37HTC9CV;D;LDIOLWKPU;62
EBM31YJH1NZ;D;ZIKEWGJGQ;36
ZOZ76LEU6HZ;D;NTXVJHQCR;71
VGC07WZW4YA;D;UCFPFLESD;76
ASN62JBP1ZA;D;VAVCDCBVL;43
CNR69PNB8CB;D;KYAYOQIBW;62
DEL18GBD3EJ;D;SSXIKVGMW;65
IUQ52YIQ0XU;D;ZGCRFFAAA;74
OAP06PAZ7LQ;D;GIBLLJEJF;55
YBZ89PCX3NE;D;REPVLLSEE;28
FMK93YRI1KQ;D;XRXEUVFRK;5
QSL90CRW3AT;D;WUBYBYZXK;77
MLZ86SVD1XR;D;SXAAOEFRB;87
HXK45ATC7DY;D;SPKPQFYRT;69
PME19RCU0HT;D;TSSFZBQSP;40
ANE73SSK2QU;D;RKLVCWWRI;42
THQ68GFJ9XA;D;DPOESWPBF;51
WCU97ZZD7II;D;QJNOEMJGL;30
UFO75UJL1YE;D;VIYHWWQTM;22
VZO70AAV8MQ;D;KAZEELUBZ;56
PSI97STJ6XR;D;NYUNZKKAO;35
CWH39GIR4CR;D;ETZCNNQLW;57
NYO38OIS0EX;D;VSEXFOSMV;65
FOF17WJS8CI;D;VTHMVKVIL;86
JKW82DWV4UH;D;KATDGYWMD;40
UWA06OKW4SI;D;QBSQYLUGZ;14
ALR17ZCG0GT;D;UJNSKKRJY;87
SSQ24QSK8LC;D;HVNXDGSLK;18
YNN35OUO1QV;D;IYTOGUEYN;19
YQQ00MLG2EA;D;BDSQJLXHX;1
OKM65SFM7NP;D;VVVDJZODX;38
MHH87API5HS;D;YXWCANVZM;6
GUE45ZAC1CY;D;PFWRHSIFK;18
ZRR43WWS6NN;D;FZRRKWNUX;78
ZSM59MMY9JG;D;JBHWZLISE;56
JYM03PUV5MK;D;YHBBAIPNR;40
GXN56NNK1MD;D;OSEQXNGBG;48
RGQ55XYL8YQ;D;QKRVBBCCS;74
JMR53OGF4OC;D;ZCHEGWRHF;20
PAH86GPD2ES;D;EZITSEJMS;99
UMR18FUD4EW;D;NNLKQGAGD;75
WNL84OUD9IV;D;YMBTJCWSJ;78
QUZ81VAU2JJ;D;XKWWXIVTL;88
IPV71VAP0KQ;D;SKPEDSUKJ;85
CAH11EUC6UU;D;HKPGZZWZN;39
WTU06WRA8GO;D;WEZZJCYDS;93
YBU78AMW1TE;D;VHXOJWTMJ;45
FBS99FCZ2MI;D;YBOFZFDAD;4
ESH25NID8YB;D;LPPXVDEXW;97
EUG94NEE8BT;D;UTBKNPSJA;42
BYB02LKE0FG;D;GIUJAMOQD;71
ANO93YUW7RE;D;NWUDSWYTL;67
RGL99HBH9RP;D;VBLHFCWBX;4
YVC74KRS8IU;D;JMCDUDIAJ;11
NYR77RRZ5BL;D;DSNKPRZAE;53
SZN58WAV0SW;D;KBBDVSEMW;44
BGW44YQW6GY;D;BBZIPYYEC;77
FYU22WNP1FC;D;CIXCBAUGZ;40
ALC67QMF2WA;D;ASQWOWAQN;90
